Wall time,Step,Value
1777292498.9500225,12288,78.30999755859375
1777292589.197203,24576,80.98999786376953
1777292674.430639,32768,76.86000061035156
1777292746.9520366,38912,72.88999938964844
1777292836.2167373,51200,75.52999877929688
1777293334.6838272,75776,71.83000183105469
1777293392.958148,83968,69.86000061035156
1777293427.6419497,88064,73.29000091552734
1777293460.872801,92160,68.1500015258789
1777293476.862718,94208,65.52999877929688
1777293514.943328,98304,69.83999633789062
1777293824.2582304,110592,64.44000244140625
1777293840.0378964,112640,64.69000244140625
1777293864.633482,114688,64.73999786376953
1777293899.010074,116736,64.61000061035156
1777294147.6291184,135168,66.5
1777294236.2267814,147456,62.0
1777294251.5525198,149504,63.06999969482422
1777294279.3281202,151552,63.11000061035156
1777294303.1455007,153600,65.11000061035156
1777294473.3319035,163840,60.119998931884766
1777294631.625043,180224,55.08000183105469
1777294739.920575,194560,59.529998779296875
1777296018.991893,8192,77.62000274658203
1777296062.2638202,14336,77.31999969482422
1777296077.3537557,16384,76.58000183105469
1777296189.231803,30720,74.0999984741211
1777296354.8040514,40960,70.36000061035156
1777296471.9397898,57344,67.87000274658203
1777296515.2947514,63488,65.66000366210938
1777296529.4251375,65536,66.72000122070312
1777296659.5518734,83968,62.470001220703125
1777296688.1698544,88064,66.12999725341797
1777296703.6260118,90112,67.69999694824219
1777296718.2312102,92160,68.0
1777296956.7210345,106496,64.48999786376953
1777297029.69447,116736,61.529998779296875
1777297058.5265474,120832,59.91999816894531
1777297072.4804816,122880,58.36000061035156
1777297148.1432343,131072,56.880001068115234
1777297324.184767,141312,56.400001525878906
1777297359.1193547,143360,56.599998474121094
1777297423.0933604,149504,56.77000045776367
1777297522.9528651,161792,56.65999984741211
1777297537.822659,163840,56.4900016784668
1777297568.308205,167936,51.0099983215332
1777297641.9222963,174080,49.380001068115234
1777297673.8607502,178176,53.599998474121094
1777297689.2671475,180224,53.880001068115234
1777297724.1654027,184320,47.68000030517578
1777297763.1576626,188416,50.58000183105469
1777297781.2056003,190464,49.75
1777297986.9348402,204800,50.880001068115234
1777298255.33493,221184,46.68000030517578
1777298274.1893523,223232,49.060001373291016
1777298291.6146312,225280,49.29999923706055
1777298354.6480877,233472,53.380001068115234
1777301557.745684,253952,45.619998931884766
1777301572.6806707,256000,46.15999984741211
1777301603.0669281,260096,48.540000915527344
1777301662.3008945,268288,46.720001220703125
1777301706.4340372,274432,47.599998474121094
1777301735.293563,278528,47.36000061035156
1777301783.7703865,284672,47.099998474121094
1777301974.670962,309248,49.5099983215332
1777302073.3044987,321536,48.0099983215332
1777302158.1226926,327680,42.849998474121094
1777302190.4410226,331776,49.25
1777302205.2849245,333824,48.72999954223633
1777302262.917416,337920,42.349998474121094
