Wall time,Step,Value
1777708092.3785357,12288,223.87258911132812
1777708109.307899,14336,240.0112762451172
1777708177.1352212,22528,234.05772399902344
1777708194.067202,24576,249.09385681152344
1777708244.9832487,30720,252.0035400390625
1777708261.952558,32768,259.79376220703125
1777708312.8163981,38912,245.72329711914062
1777708329.700279,40960,244.26339721679688
1777708346.5419457,43008,247.4777374267578
1777708414.779151,51200,287.2624816894531
1777708568.583945,69632,255.07447814941406
1777708619.659275,75776,269.1714782714844
1777708687.733232,83968,252.87245178222656
1777708721.9212816,88064,289.5338439941406
1777708756.0522294,92160,316.3558044433594
1777708773.024218,94208,324.45367431640625
1777708807.3613312,98304,335.2122802734375
1777708841.4167514,102400,338.9211730957031
1777708909.744079,110592,326.81256103515625
1777708926.873753,112640,351.10040283203125
1777708943.9182231,114688,349.9306640625
1777708960.980461,116736,340.90350341796875
1777708978.0161715,118784,332.3443908691406
1777709080.6125457,131072,324.3809814453125
1777709114.5520482,135168,337.19427490234375
1777709131.5473442,137216,337.588134765625
1777709148.5106823,139264,327.0437927246094
1777709165.5893745,141312,317.8221435546875
1777709217.4360814,147456,321.31732177734375
1777709234.560993,149504,329.72161865234375
1777709251.6074553,151552,322.2933654785156
1777709268.7564046,153600,323.59686279296875
1777709354.2292807,163840,318.3861389160156
1777709439.417775,174080,318.7796630859375
1777709490.5619497,180224,343.20416259765625
1777709507.5234358,182272,354.538818359375
1777709608.5088444,194560,349.7306213378906
1777709746.1007915,210944,381.9460754394531
1777709797.226248,217088,404.2799987792969
1777709814.2449532,219136,407.2176513671875
1777709933.5234573,233472,372.6142883300781
1777709984.5926597,239616,349.614990234375
1777710018.5472064,243712,353.2012023925781
1777710137.228235,258048,383.3338928222656
1777710154.1940005,260096,392.6791687011719
1777710205.8511353,266240,411.36236572265625
1777710222.9043667,268288,408.80303955078125
1777710342.7060306,282624,404.0920104980469
1777710376.4390085,286720,405.29144287109375
1777710410.3559852,290816,391.1562805175781
1777710427.3266253,292864,389.6929626464844
1777710444.3804464,294912,390.286865234375
1777710563.7304432,309248,370.71759033203125
1777710649.4251506,319488,386.33837890625
1777710683.5621455,323584,398.3975524902344
1777710700.5505638,325632,402.0240783691406
1777710718.1296463,327680,388.03875732421875
1777710769.4547415,333824,388.877197265625
1777710820.5681546,339968,409.85760498046875
1777710854.7677698,344064,425.8648681640625
1777710872.106825,346112,428.6737060546875
1777710923.14922,352256,436.7367248535156
1777711025.8944669,364544,469.59722900390625
1777711042.9595537,366592,463.1850280761719
1777711077.09746,370688,455.0688171386719
1777711128.7557395,376832,448.0279846191406
1777711163.0702217,380928,452.84130859375
1777711180.336355,382976,446.1170349121094
1777711215.3556414,387072,444.1514587402344
1777711249.6181326,391168,448.73785400390625
1777711266.6313658,393216,447.8691711425781
1777711385.8775754,407552,460.9343566894531
1777711523.2950814,423936,479.8186340332031
1777711540.6958313,425984,476.298095703125
1777711557.8810604,428032,483.86181640625
1777711627.3754911,436224,497.1772155761719
1777711798.3301845,456704,492.4303283691406
1777711815.522079,458752,487.2161865234375
1777711849.2080789,462848,477.65460205078125
1777711883.3788722,466944,452.7174377441406
1777711917.1877382,471040,443.65521240234375
1777711968.294481,477184,447.91796875
1777711985.507709,479232,456.98602294921875
1777712002.5509982,481280,452.91131591796875
1777712053.6275136,487424,451.2230529785156
1777712223.6177473,507904,465.93756103515625
1777712257.7424557,512000,457.4266357421875
1777712359.4836621,524288,442.39117431640625
1777712410.3512619,530432,420.35797119140625
1777712427.408691,532480,443.94378662109375
1777712444.36631,534528,442.123779296875
1777712461.2731435,536576,464.2615966796875
1777712495.5978596,540672,484.31768798828125
1777712563.4991171,548864,476.75152587890625
1777712597.9164217,552960,465.09552001953125
1777712632.2778084,557056,467.65496826171875
1777712666.0362444,561152,467.06427001953125
1777712751.0413628,571392,450.88885498046875
1777712852.2592804,583680,450.4857482910156
1777712970.4404976,598016,445.66156005859375
1777712987.3587108,600064,456.45916748046875
1777713072.9588277,610304,531.337158203125
1777713090.328469,612352,534.1026611328125
1777713142.9984028,618496,541.2947998046875
1777713161.1584413,620544,548.0718383789062
1777713179.180801,622592,542.0128173828125
1777713249.2178905,630784,510.6328125
1777713266.2887697,632832,498.50665283203125
1777713300.8780005,636928,510.1799621582031
1777713352.469193,643072,476.79962158203125
1777713421.9038584,651264,483.9371032714844
1777713439.022145,653312,502.7834167480469
1777713456.196853,655360,523.5933837890625
1777713473.2154927,657408,514.4644775390625
1777713507.4498568,661504,524.027099609375
1777713558.7627454,667648,514.9030151367188
1777713575.6648505,669696,500.43023681640625
1777713592.7593024,671744,497.6584167480469
1777713643.8014312,677888,498.61761474609375
1777713695.1774175,684032,519.9832153320312
1777713798.0364475,696320,507.7604064941406
1777713831.9311795,700416,522.5699462890625
1777713883.0013664,706560,512.3199462890625
1777713900.143182,708608,522.6173095703125
1777713934.0501935,712704,501.04840087890625
1777713951.1018364,714752,481.4904479980469
1777714036.1144514,724992,489.4039001464844
1777714053.0413356,727040,476.75146484375
1777714120.5629647,735232,473.72418212890625
1777714154.5575414,739328,470.6273498535156
1777714205.42405,745472,453.569091796875
1777714273.080698,753664,462.6955871582031
1777714340.88891,761856,447.021728515625
1777714375.223281,765952,431.4356994628906
1777714442.9971132,774144,446.22222900390625
1777714459.9905884,776192,443.1047668457031
1777714476.8776724,778240,430.55560302734375
1777714510.9682598,782336,430.1261901855469
1777714527.8907676,784384,442.3236389160156
1777714595.5983748,792576,432.3496398925781
1777714612.8541462,794624,406.2236022949219
1777714680.7182555,802816,404.7314453125
1777714697.6060252,804864,389.0099182128906
1777714714.5412986,806912,393.75360107421875
1777714884.2059972,827392,461.94561767578125
1777714970.0017848,837632,478.953857421875
1777715090.9066718,851968,466.2516174316406
1777715108.5069332,854016,475.79595947265625
1777715194.754007,864256,486.3008117675781
1777715211.7791939,866304,497.3568420410156
1777715246.0177944,870400,474.96820068359375
1777715280.6124625,874496,494.8930358886719
1777715350.5698032,882688,521.2762451171875
1777715512.4203541,901120,549.8135986328125
1777715548.2893937,905216,513.85009765625
1777715565.9471176,907264,508.1237487792969
1777715619.994923,913408,482.6573181152344
1777715727.598547,925696,447.9849548339844
1777715852.7566009,940032,480.6058654785156
1777715870.709876,942080,478.45379638671875
1777715888.6221507,944128,478.4983215332031
1777715906.546685,946176,498.4986877441406
1777715942.2355523,950272,480.7569885253906
1777715960.2601554,952320,493.5810241699219
1777716012.811786,958464,499.25933837890625
1777716030.1937716,960512,504.24224853515625
1777716117.5522318,970752,482.64019775390625
1777716134.6698694,972800,479.4118347167969
1777716323.0805552,995328,482.01324462890625
1777716374.0522637,1001472,481.07745361328125
1777716390.9842498,1003520,482.59368896484375
1777716425.1023636,1007616,461.52801513671875
1777716458.9982054,1011712,485.9777526855469
1777716510.0446012,1017856,490.8727722167969
1777716698.6064038,1040384,526.2390747070312
1777716766.649881,1048576,539.0087890625
1777716783.9435046,1050624,531.5947875976562
1777716817.9932818,1054720,515.8963623046875
1777716852.2726805,1058816,511.22845458984375
1777716869.3968523,1060864,486.0041198730469
1777716903.9578469,1064960,492.3204040527344
1777716989.6998243,1075200,483.0784606933594
1777717006.6788812,1077248,468.9178161621094
1777717108.4474065,1089536,530.3994140625
1777717142.416712,1093632,533.372314453125
1777717159.301542,1095680,528.8881225585938
1777717176.1966186,1097728,527.7939453125
1777717193.1419525,1099776,522.0369262695312
1777717210.1381736,1101824,524.5170288085938
1777717227.5491555,1103872,510.5387268066406
1777717261.6435683,1107968,521.5506591796875
1777717278.602336,1110016,501.98736572265625
1777717295.4286726,1112064,516.46533203125
1777717380.4665363,1122304,465.5462951660156
1777717397.726092,1124352,468.0411682128906
1777717415.0614226,1126400,473.8912353515625
1777717449.4291587,1130496,479.36517333984375
1777717518.1984217,1138688,499.6605529785156
1777717552.5591862,1142784,509.01226806640625
1777717586.7865806,1146880,487.4934387207031
1777717655.7295523,1155072,468.30889892578125
1777717672.8741636,1157120,467.5952453613281
1777717690.175724,1159168,456.539794921875
1777717758.506923,1167360,457.889404296875
1777717826.9370801,1175552,476.902099609375
1777717844.0561771,1177600,487.3014831542969
1777717895.3902972,1183744,522.5673217773438
1777717929.3356307,1187840,548.437744140625
1777717946.5549161,1189888,544.6773681640625
1777717963.8708847,1191936,553.8672485351562
1777717980.939858,1193984,541.6766967773438
1777717998.0094495,1196032,532.9108276367188
1777718015.040669,1198080,505.6667785644531
1777718048.993958,1202176,530.8009033203125
1777718065.946274,1204224,515.8197021484375
1777718150.7932105,1214464,453.2823181152344
1777718167.96772,1216512,444.9869079589844
1777718218.6587596,1222656,428.582763671875
1777718235.8292887,1224704,432.91290283203125
1777718287.2255688,1230848,480.729248046875
1777718321.2452178,1234944,501.7217712402344
1777718389.2642443,1243136,487.2790832519531
1777718423.4507983,1247232,482.8810729980469
1777718457.352754,1251328,481.6999816894531
1777718491.2717063,1255424,500.9963684082031
1777718542.5469902,1261568,493.4818115234375
1777718610.1333897,1269760,471.0724182128906
1777718627.0516217,1271808,487.7760009765625
1777718660.9652014,1275904,502.8466491699219
1777718712.064832,1282048,515.5984497070312
1777718780.0184977,1290240,521.4220581054688
1777718864.956346,1300480,465.826904296875
1777718983.8783152,1314816,485.5068359375
1777719000.8064575,1316864,471.2168884277344
1777719034.799846,1320960,466.9951171875
1777719051.8261604,1323008,473.0225830078125
1777719068.8057017,1325056,473.0808410644531
1777719085.7875314,1327104,468.1217956542969
1777719102.763056,1329152,469.8475036621094
1777719119.6123712,1331200,484.41229248046875
1777719170.9179587,1337344,502.73394775390625
1777719238.93924,1345536,458.1771545410156
1777719256.2804797,1347584,448.83056640625
1777719324.035891,1355776,430.107177734375
1777719374.953008,1361920,451.89654541015625
1777719408.878169,1366016,447.0024108886719
1777719442.81287,1370112,444.3914794921875
1777719493.834403,1376256,491.98150634765625
1777719510.691094,1378304,482.7218017578125
1777719527.8738472,1380352,496.58367919921875
1777719544.807071,1382400,509.068115234375
1777719562.016727,1384448,515.7158203125
1777719596.2460403,1388544,517.4113159179688
1777719613.3083603,1390592,510.2862548828125
1777719630.4165661,1392640,515.3663940429688
1777719664.5942059,1396736,524.668212890625
1777719681.5814295,1398784,524.247314453125
1777719698.7013972,1400832,514.3693237304688
1777719715.7245324,1402880,506.15850830078125
1777719750.02724,1406976,493.6430358886719
1777719784.5742803,1411072,490.7373046875
1777719801.809506,1413120,478.1096496582031
1777719924.5450032,1427456,443.6584777832031
1777719976.9612362,1433600,439.8236389160156
1777719994.0508897,1435648,416.9464416503906
1777720011.3311312,1437696,422.6072692871094
1777720045.672156,1441792,446.0583801269531
1777720097.24489,1447936,459.9165344238281
1777720131.8232338,1452032,447.9521484375
1777720166.578069,1456128,472.6662902832031
1777720235.8421574,1464320,513.39453125
1777720305.5583372,1472512,515.1849975585938
1777720357.9276922,1478656,510.3323059082031
1777720375.2519588,1480704,498.10943603515625
1777720392.5548508,1482752,520.472900390625
1777720409.8429222,1484800,497.7937316894531
1777720427.2581801,1486848,494.1708068847656
1777720513.3515553,1497088,451.44921875
1777720616.2051485,1509376,465.1606140136719
1777720650.4687064,1513472,481.77117919921875
1777720667.514407,1515520,478.7133483886719
1777720684.635319,1517568,482.209228515625
1777720735.78126,1523712,480.9053955078125
1777720787.2263334,1529856,476.5787048339844
1777720804.5138016,1531904,480.4922180175781
1777720855.9650369,1538048,465.0137634277344
1777720873.3182483,1540096,472.5921936035156
1777720890.422713,1542144,473.5282287597656
1777720924.5703776,1546240,448.9620056152344
1777720958.9295928,1550336,453.2174072265625
1777721062.1454515,1562624,491.4827880859375
1777721113.7290912,1568768,503.3396301269531
1777721130.958292,1570816,504.6003723144531
1777721182.7318933,1576960,513.8576049804688
1777721199.7313738,1579008,519.175048828125
1777721217.0032613,1581056,516.4999389648438
1777721251.3118682,1585152,538.1474609375
1777721268.3289344,1587200,558.0174560546875
1777721285.4140596,1589248,542.299072265625
1777721371.387508,1599488,549.9663696289062
1777721440.6323104,1607680,544.3375244140625
1777721457.6864073,1609728,545.008056640625
1777721491.8195777,1613824,553.29443359375
