Wall time,Step,Value
1777703398.1262546,12288,804.5714111328125
1777703406.4791362,14336,829.5294189453125
1777703440.8563304,22528,879.6400146484375
1777703449.3949437,24576,853.1071166992188
1777703475.0476565,30720,871.1470336914062
1777703483.3999574,32768,878.1351318359375
1777703509.7834811,38912,898.7142944335938
1777703518.4996078,40960,912.4091186523438
1777703527.3086228,43008,906.9149169921875
1777703562.0800488,51200,902.7857055664062
1777703641.230084,69632,867.8607788085938
1777703667.2676537,75776,879.5411987304688
1777703701.842018,83968,875.7684326171875
1777703718.9720361,88064,883.1716918945312
1777703735.8955128,92160,878.7000122070312
1777703744.3535707,94208,874.4600219726562
1777703761.2611852,98304,892.1300048828125
1777703778.5672686,102400,907.5
1777703812.5970826,110592,914.6799926757812
1777703821.182197,112640,916.4199829101562
1777703829.6816738,114688,920.1599731445312
1777703838.2026942,116736,937.2000122070312
1777703846.562442,118784,935.9099731445312
1777703896.6061864,131072,947.1900024414062
1777703913.100402,135168,935.8800048828125
1777703921.4595246,137216,947.0900268554688
1777703929.9826322,139264,947.0900268554688
1777703938.4732156,141312,955.3900146484375
1777703963.621595,147456,956.8699951171875
1777703972.0423777,149504,956.8699951171875
1777703980.6812491,151552,977.22998046875
1777703989.1187773,153600,987.6699829101562
1777704031.3665745,163840,979.6300048828125
1777704074.3795059,174080,983.6500244140625
1777704100.2655797,180224,993.9099731445312
1777704109.0584266,182272,985.75
1777704161.1124685,194560,1002.72998046875
1777704229.796969,210944,960.7100219726562
1777704255.5985765,217088,946.4299926757812
1777704264.3274243,219136,946.4299926757812
1777704325.0315137,233472,915.0999755859375
1777704350.4903262,239616,925.780029296875
1777704367.2468936,243712,930.3900146484375
1777704426.6096294,258048,961.7899780273438
1777704434.9717221,260096,976.739990234375
1777704460.7144866,266240,960.4600219726562
1777704469.1422138,268288,963.8800048828125
1777704529.7211158,282624,984.27001953125
1777704546.9781253,286720,983.010009765625
1777704564.431601,290816,989.7100219726562
1777704573.1410859,292864,993.989990234375
1777704581.67618,294912,996.6500244140625
1777704641.1662114,309248,1011.5800170898438
1777704683.8373063,319488,1008.1699829101562
1777704701.2834702,323584,1024.6700439453125
1777704709.8908727,325632,1002.6599731445312
1777704718.6255748,327680,991.5700073242188
1777704745.1082215,333824,1010.3499755859375
1777704771.6438997,339968,982.5999755859375
1777704789.0281703,344064,972.8300170898438
1777704797.9495928,346112,972.8300170898438
1777704823.9433205,352256,969.8200073242188
1777704876.2866158,364544,986.0999755859375
1777704884.9131532,366592,986.0999755859375
1777704902.0931866,370688,998.0800170898438
1777704928.7521431,376832,995.5800170898438
1777704946.3099566,380928,1000.5800170898438
1777704955.0423331,382976,994.219970703125
1777704972.3729625,387072,978.5800170898438
1777704989.6914818,391168,980.6099853515625
1777704998.4318054,393216,969.47998046875
1777705058.8524299,407552,979.8800048828125
1777705127.4068112,423936,928.6199951171875
1777705135.7986357,425984,928.6699829101562
1777705144.4115927,428032,935.1500244140625
1777705179.3897538,436224,947.219970703125
1777705266.980501,456704,916.8099975585938
1777705275.8181555,458752,913.0399780273438
1777705293.426459,462848,887.8400268554688
1777705311.0316985,466944,895.0499877929688
1777705329.087724,471040,897.0900268554688
1777705355.920432,477184,905.6699829101562
1777705365.093191,479232,895.0700073242188
1777705373.8946075,481280,895.0700073242188
1777705400.7666166,487424,903.8900146484375
1777705490.9641755,507904,897.3200073242188
1777705509.162182,512000,915.3800048828125
1777705563.0213933,524288,909.219970703125
1777705589.620227,530432,905.5399780273438
1777705598.5183094,532480,908.489990234375
1777705607.4450612,534528,889.3400268554688
1777705616.0399954,536576,889.3400268554688
1777705633.5245628,540672,875.9600219726562
1777705668.6636882,548864,881.219970703125
1777705686.0997841,552960,863.489990234375
1777705703.191591,557056,860.6500244140625
1777705720.2574723,561152,860.1199951171875
1777705763.275116,571392,877.5700073242188
1777705814.5464447,583680,883.5999755859375
1777705874.6099408,598016,887.780029296875
1777705883.17769,600064,887.9600219726562
1777705926.135418,610304,897.22998046875
1777705934.6227412,612352,897.22998046875
1777705960.5035744,618496,912.280029296875
1777705969.083487,620544,918.8900146484375
1777705977.7825677,622592,924.260009765625
1777706012.4162734,630784,921.8499755859375
1777706021.1159298,632832,917.4600219726562
1777706038.553753,636928,912.489990234375
1777706065.1489892,643072,934.8099975585938
1777706099.9827025,651264,933.8300170898438
1777706108.7618086,653312,922.760009765625
1777706117.537686,655360,924.4400024414062
1777706126.5814693,657408,918.8099975585938
1777706144.2988186,661504,929.010009765625
1777706169.8921824,667648,947.0
1777706178.5961132,669696,932.0700073242188
1777706187.2208927,671744,932.0700073242188
1777706213.101184,677888,918.739990234375
1777706239.051956,684032,939.3499755859375
1777706290.9858243,696320,927.8699951171875
1777706308.7799783,700416,934.8200073242188
1777706335.574751,706560,946.6799926757812
1777706344.348729,708608,949.2100219726562
1777706361.9694643,712704,948.7000122070312
1777706370.8737333,714752,942.9099731445312
1777706415.282458,724992,952.1699829101562
1777706424.2146902,727040,954.0900268554688
1777706459.512604,735232,921.8599853515625
1777706476.9116352,739328,900.780029296875
1777706502.9923491,745472,913.6599731445312
1777706537.9074664,753664,902.469970703125
1777706573.4625099,761856,882.0700073242188
1777706591.3298378,765952,886.469970703125
1777706626.486424,774144,881.8099975585938
1777706635.2061257,776192,852.739990234375
1777706643.9047415,778240,854.8099975585938
1777706661.5821133,782336,857.489990234375
1777706670.3537169,784384,840.97998046875
1777706705.4961576,792576,791.6799926757812
